Disease_Name,Crop,Disease_Type,Severity,Leaf_Color,Spot_Size,Spot_Pattern,Temperature,Humidity,Rainfall_mm,Affected_Area_Perc,Yield_Loss_Perc,Season,State,District,Disease_ID
Leaf_Blast,Rice,Fungal,Severe,Green,Medium,Circular,31.69,73.11,270.85,24.78,8.75,Summer,Tamil Nadu,Madurai,36122
Neck_Blast,Rice,Fungal,High,Gray,Medium,Irregular,27.96,83.25,99.61,65.12,36.82,Winter,Karnataka,Bengaluru,36123
Yellow_Rust,Wheat,Fungal,Medium,Gray,Small,Circular,15.85,95.49,251.09,64.31,56.56,Winter,West Bengal,Siliguri,36124
Leaf_Blast,Rice,Fungal,High,Green,Medium,Stripes,18.17,96.02,214.25,35.54,21.43,Summer,Maharashtra,Nagpur,36125
Yellow_Rust,Wheat,Fungal,Medium,Gray,Small,Circular,21.96,93.76,50.07,21.31,10.82,Winter,Karnataka,Mysuru,36126
Yellow_Rust,Wheat,Fungal,High,Green,Small,Diamond,35.65,59.07,184.43,16.82,7.03,Summer,Uttar Pradesh,Kanpur,36127
Common_Rust,Corn,Fungal,Severe,Gray,Medium,Pustules,34.86,55.19,16.1,66.81,43.95,Summer,Tamil Nadu,Coimbatore,36128
Black_Rot,Grape,Fungal,Severe,Gray,Large,Stripes,17.44,73.93,230.06,44.17,26.31,Monsoon,West Bengal,Siliguri,36129
Esca_Black_Measles,Grape,Fungal,Severe,Brown,Small,Stripes,34.99,89.81,29.79,60.67,47.99,Winter,West Bengal,Bardhaman,36130
Brown_Rust,Wheat,Fungal,High,Yellow,Large,Circular,20.18,88.8,43.41,44.94,18.11,Winter,West Bengal,Siliguri,36131
Common_Rust,Corn,Fungal,High,Green,Large,Pustules,17.36,85.83,171.37,58.26,38.73,Summer,Karnataka,Mysuru,36132
Esca_Black_Measles,Grape,Fungal,Severe,Brown,Small,Concentric,35.26,97.99,92.82,81.44,61.37,Summer,Maharashtra,Nashik,36133
Neck_Blast,Rice,Fungal,Severe,Green,Large,Concentric,36.34,55.54,296.53,6.49,4.2,Winter,Karnataka,Bengaluru,36134
Esca_Black_Measles,Grape,Fungal,Medium,Yellow,Small,Concentric,36.13,68.42,214.11,21.71,7.17,Winter,Punjab,Patiala,36135
Yellow_Rust,Wheat,Fungal,Medium,Green,Large,Stripes,35.17,61.98,299.28,36.38,31.3,Monsoon,Uttar Pradesh,Kanpur,36136
Neck_Blast,Rice,Fungal,Severe,Dark_Brown,Small,Diamond,33.69,77.79,284.51,23.81,15.59,Monsoon,Punjab,Ludhiana,36137
Common_Rust,Corn,Fungal,Medium,Dark_Brown,Large,Diamond,16.22,70.19,256.76,29.71,9.92,Summer,West Bengal,Kolkata,36138
Yellow_Rust,Wheat,Fungal,Medium,Dark_Brown,Small,Concentric,28.32,69.27,218.95,44.39,19.28,Winter,West Bengal,Bardhaman,36139
Brown_Rust,Wheat,Fungal,Medium,Dark_Brown,Large,Stripes,28.44,78.42,94.86,58.67,28.28,Monsoon,Maharashtra,Nashik,36140
Brown_Spot,Rice,Fungal,Medium,Brown,Medium,Stripes,24.9,64.76,22.76,47.22,30.5,Summer,Karnataka,Bengaluru,36141
Yellow_Rust,Wheat,Fungal,Medium,Brown,Medium,Stripes,32.42,57.3,20.13,42.7,37.06,Winter,Karnataka,Hubballi,36142
Black_Rot,Grape,Fungal,High,Gray,Medium,Circular,36.12,95.18,207.44,13.52,4.89,Summer,Punjab,Patiala,36143
Common_Rust,Corn,Fungal,Medium,Yellow,Small,Pustules,34.54,76.48,180.46,75.18,35.17,Monsoon,Tamil Nadu,Coimbatore,36144
Brown_Spot,Rice,Fungal,High,Dark_Brown,Small,Concentric,21.23,71.09,276.12,36.56,26.24,Winter,Maharashtra,Pune,36145
Bacterial_Spot,Tomato,Bacterial,Medium,Brown,Medium,Irregular,30.16,73.62,76.63,60.37,47.53,Winter,West Bengal,Bardhaman,36146
Brown_Spot,Rice,Fungal,Severe,Dark_Brown,Large,Circular,23.31,80.86,10.15,56.52,24.12,Summer,Maharashtra,Pune,36147
Bacterial_Spot,Tomato,Bacterial,Medium,Dark_Brown,Large,Circular,24.75,64.56,291.85,40.89,23.17,Summer,West Bengal,Kolkata,36148
Esca_Black_Measles,Grape,Fungal,Severe,Dark_Brown,Large,Diamond,30.55,77.26,263.98,8.98,7.1,Winter,Karnataka,Mysuru,36149
Brown_Rust,Wheat,Fungal,Severe,Gray,Small,Pustules,36.69,77.11,161.54,82.65,49.86,Monsoon,West Bengal,Kolkata,36150
Northern_Leaf_Blight,Corn,Fungal,Severe,Gray,Small,Stripes,17.8,95.13,289.35,57.05,35.22,Monsoon,Karnataka,Mysuru,36151
Brown_Rust,Wheat,Fungal,Severe,Gray,Small,Pustules,25.11,64.04,9.42,14.1,11.59,Monsoon,Punjab,Ludhiana,36152
Brown_Spot,Rice,Fungal,Medium,Brown,Large,Irregular,17.1,88.21,41.93,29.76,11.3,Summer,West Bengal,Bardhaman,36153
Brown_Rust,Wheat,Fungal,Medium,Green,Small,Diamond,36.35,61.08,188.22,34.1,10.63,Summer,West Bengal,Kolkata,36154
Late_Blight,Tomato,Fungal,Medium,Gray,Small,Circular,15.3,90.88,183.2,79.72,26.51,Winter,Uttar Pradesh,Lucknow,36155
Early_Blight,Tomato,Fungal,High,Green,Large,Irregular,29.8,57.69,241.37,13.05,7.88,Monsoon,Punjab,Ludhiana,36156
Black_Rot,Grape,Fungal,High,Green,Small,Stripes,19.06,63.24,126.64,30.32,15.65,Monsoon,West Bengal,Siliguri,36157
Early_Blight,Tomato,Fungal,Medium,Yellow,Small,Circular,36.4,81.05,266.65,51.13,25.44,Winter,Tamil Nadu,Madurai,36158
Northern_Leaf_Blight,Corn,Fungal,Severe,Green,Medium,Circular,31.82,58.96,20.64,10.54,3.29,Monsoon,Karnataka,Bengaluru,36159
Apple_Scab,Apple,Fungal,High,Dark_Brown,Large,Stripes,33.38,87.77,72.76,54.96,43.85,Winter,Karnataka,Hubballi,36160
Northern_Leaf_Blight,Corn,Fungal,Severe,Yellow,Small,Circular,18.87,92.34,162.65,51.61,29.9,Summer,West Bengal,Kolkata,36161
Yellow_Rust,Wheat,Fungal,Severe,Dark_Brown,Large,Stripes,28.5,81.69,74.53,20.71,17.33,Summer,Maharashtra,Nagpur,36162
Early_Blight,Tomato,Fungal,High,Yellow,Small,Concentric,35.58,94.27,110.13,62.9,50.47,Winter,Punjab,Amritsar,36163
Common_Rust,Corn,Fungal,Medium,Green,Small,Irregular,23.84,56.18,57.23,19.9,15.78,Summer,Tamil Nadu,Salem,36164
Common_Rust,Corn,Fungal,Severe,Yellow,Small,Pustules,26.98,60.01,187.28,59.15,48.04,Summer,Maharashtra,Nashik,36165
Brown_Rust,Wheat,Fungal,Medium,Yellow,Small,Irregular,16.37,95.48,268.55,74.17,41.39,Summer,West Bengal,Kolkata,36166
Bacterial_Spot,Tomato,Bacterial,High,Yellow,Medium,Concentric,26.8,61.72,168.95,66.38,33.56,Monsoon,Karnataka,Mysuru,36167
Brown_Spot,Rice,Fungal,Medium,Gray,Small,Pustules,15.31,85.89,254.38,72.55,21.82,Winter,West Bengal,Siliguri,36168
Apple_Scab,Apple,Fungal,High,Dark_Brown,Small,Irregular,25.37,62.93,35.38,75.41,24.93,Winter,Tamil Nadu,Madurai,36169
Black_Rot,Apple,Fungal,High,Yellow,Large,Diamond,26.96,59.03,59.02,57.36,30.88,Winter,Tamil Nadu,Salem,36170
Esca_Black_Measles,Grape,Fungal,Medium,Dark_Brown,Large,Pustules,28.06,95.01,52.6,57.22,39.21,Monsoon,Punjab,Ludhiana,36171
Bacterial_Spot,Tomato,Bacterial,Medium,Green,Medium,Pustules,16.57,79.64,9.02,13.44,8.85,Summer,Uttar Pradesh,Varanasi,36172
Black_Rot,Grape,Fungal,Medium,Yellow,Medium,Diamond,18.1,69.54,153.93,44.45,38.5,Summer,Punjab,Ludhiana,36173
Yellow_Rust,Wheat,Fungal,Medium,Dark_Brown,Large,Concentric,35.3,58.8,122.35,36.18,29.79,Monsoon,Punjab,Amritsar,36174
Neck_Blast,Rice,Fungal,High,Green,Small,Diamond,25.5,72.44,33.11,20.28,12.88,Winter,Karnataka,Mysuru,36175
Black_Rot,Apple,Fungal,High,Green,Small,Pustules,32.85,88.04,191.39,35.8,31.92,Summer,West Bengal,Bardhaman,36176
Yellow_Rust,Wheat,Fungal,Severe,Dark_Brown,Small,Concentric,26.25,56.53,92.15,36.02,24.44,Winter,Punjab,Amritsar,36177
Esca_Black_Measles,Grape,Fungal,High,Dark_Brown,Large,Diamond,22.39,67.34,163.77,84.09,40.94,Summer,West Bengal,Siliguri,36178
Brown_Rust,Wheat,Fungal,Severe,Gray,Medium,Diamond,27.82,63.66,153.66,56.97,40.27,Monsoon,Maharashtra,Nashik,36179
Esca_Black_Measles,Grape,Fungal,Severe,Dark_Brown,Small,Circular,26.83,73.63,5.23,52.49,41.51,Summer,Karnataka,Mysuru,36180
Brown_Rust,Wheat,Fungal,High,Gray,Large,Diamond,23.12,71.62,181.72,59.25,46.64,Summer,Tamil Nadu,Salem,36181
Black_Rot,Grape,Fungal,High,Brown,Medium,Concentric,26.72,78.1,22.7,15.42,7.28,Winter,West Bengal,Siliguri,36182
Black_Rot,Apple,Fungal,Severe,Green,Medium,Concentric,26.69,78.38,31.46,46.83,28.62,Summer,West Bengal,Kolkata,36183
Brown_Rust,Wheat,Fungal,Severe,Yellow,Large,Concentric,18.91,87.77,249.99,69.3,50.85,Summer,Uttar Pradesh,Kanpur,36184
Leaf_Blast,Rice,Fungal,High,Yellow,Medium,Irregular,29.02,80.52,257.69,27.68,9.23,Summer,West Bengal,Kolkata,36185
Neck_Blast,Rice,Fungal,High,Dark_Brown,Medium,Circular,27.36,81.48,2.74,65.59,52.84,Winter,Tamil Nadu,Coimbatore,36186
Northern_Leaf_Blight,Corn,Fungal,Severe,Gray,Large,Irregular,29.99,59.29,151.65,29.71,9.53,Winter,Punjab,Ludhiana,36187
Common_Rust,Corn,Fungal,High,Green,Small,Circular,15.18,97.23,198.51,57.4,25.83,Monsoon,Punjab,Ludhiana,36188
Northern_Leaf_Blight,Corn,Fungal,High,Yellow,Medium,Pustules,23.68,75.95,173.25,63.32,51.08,Summer,Uttar Pradesh,Kanpur,36189
Brown_Rust,Wheat,Fungal,High,Yellow,Large,Diamond,24.57,76.95,18.69,51.3,26.15,Monsoon,West Bengal,Kolkata,36190
Northern_Leaf_Blight,Corn,Fungal,Medium,Dark_Brown,Medium,Irregular,17.54,56.91,268.99,63.92,47.05,Winter,Uttar Pradesh,Varanasi,36191
Esca_Black_Measles,Grape,Fungal,High,Dark_Brown,Medium,Pustules,20.35,58.83,233.5,44.74,19.44,Winter,Uttar Pradesh,Lucknow,36192
Early_Blight,Tomato,Fungal,Severe,Gray,Medium,Diamond,19.67,90.31,132.44,57.99,40.56,Summer,West Bengal,Siliguri,36193
Black_Rot,Grape,Fungal,Medium,Green,Large,Irregular,31.05,90.26,238.76,73.17,56.59,Summer,Punjab,Patiala,36194
Mosaic_Virus,Tomato,Viral,Medium,Dark_Brown,Medium,Pustules,23.56,71.43,205.02,44.9,36.15,Winter,West Bengal,Bardhaman,36195
Brown_Spot,Rice,Fungal,Severe,Green,Small,Circular,24.64,89.43,17.49,7.66,5.75,Winter,Uttar Pradesh,Kanpur,36196
Black_Rot,Grape,Fungal,Severe,Dark_Brown,Large,Concentric,37.29,90.31,0.98,13.69,7.41,Monsoon,Uttar Pradesh,Kanpur,36197
Brown_Rust,Wheat,Fungal,Medium,Gray,Large,Pustules,28.26,70.21,160.86,55.39,28.78,Summer,Karnataka,Mysuru,36198
Leaf_Blast,Rice,Fungal,High,Green,Medium,Diamond,28.07,89.54,218.79,76.97,24.6,Summer,West Bengal,Bardhaman,36199
Black_Rot,Apple,Fungal,Medium,Dark_Brown,Large,Stripes,35.41,96.59,41.83,19.57,13.39,Winter,Karnataka,Hubballi,36200
Black_Rot,Grape,Fungal,Severe,Dark_Brown,Small,Irregular,15.83,62.1,10.07,58.83,19.33,Winter,Maharashtra,Nagpur,36201
Leaf_Blast,Rice,Fungal,High,Brown,Small,Pustules,27.1,89,124.15,18.85,16.49,Monsoon,Karnataka,Bengaluru,36202
Leaf_Blast,Rice,Fungal,Medium,Green,Large,Concentric,17.2,64.22,229.87,19.54,7.35,Summer,Tamil Nadu,Madurai,36203
Yellow_Rust,Wheat,Fungal,Medium,Gray,Medium,Circular,36.41,96.97,115.61,55.71,48.62,Summer,Karnataka,Hubballi,36204
Black_Rot,Grape,Fungal,Medium,Green,Small,Diamond,25.1,66.73,99.3,13.34,10.19,Winter,Tamil Nadu,Madurai,36205
Neck_Blast,Rice,Fungal,Medium,Yellow,Small,Diamond,33.35,71.33,120.73,55.85,48.91,Summer,Tamil Nadu,Coimbatore,36206
Neck_Blast,Rice,Fungal,Medium,Yellow,Large,Stripes,33.67,59.95,170.58,80.31,67.18,Monsoon,Karnataka,Bengaluru,36207
Mosaic_Virus,Tomato,Viral,Severe,Green,Medium,Diamond,34.73,72.42,58.6,37.3,21.87,Monsoon,Karnataka,Bengaluru,36208
Common_Rust,Corn,Fungal,High,Yellow,Large,Circular,30.14,65.52,55.82,31.02,27.31,Monsoon,Tamil Nadu,Salem,36209
Black_Rot,Apple,Fungal,High,Dark_Brown,Medium,Circular,22.32,90.26,63.95,36.46,26.17,Winter,Tamil Nadu,Coimbatore,36210
Late_Blight,Tomato,Fungal,High,Brown,Small,Diamond,32.82,70.56,289.8,42.49,14.77,Winter,Punjab,Amritsar,36211
Northern_Leaf_Blight,Corn,Fungal,Severe,Yellow,Medium,Stripes,30.21,77.3,295.58,5.9,3.64,Winter,Uttar Pradesh,Varanasi,36212
Black_Rot,Grape,Fungal,High,Yellow,Medium,Circular,28.71,89.6,19.27,82.14,56.68,Summer,West Bengal,Kolkata,36213
Yellow_Rust,Wheat,Fungal,High,Yellow,Small,Stripes,22.92,60.1,83.05,31.52,23.1,Winter,Punjab,Ludhiana,36214
Mosaic_Virus,Tomato,Viral,Medium,Yellow,Medium,Diamond,19.29,85.37,135.71,24,8.79,Winter,Uttar Pradesh,Kanpur,36215
Late_Blight,Tomato,Fungal,High,Brown,Small,Stripes,17.33,84.24,157.49,55.39,38.4,Winter,Tamil Nadu,Madurai,36216
Bacterial_Spot,Tomato,Bacterial,High,Brown,Small,Circular,21.88,84.13,271.75,43.4,28.96,Monsoon,Karnataka,Hubballi,36217
Yellow_Rust,Wheat,Fungal,Severe,Gray,Medium,Irregular,34.43,83.33,36.33,29.78,18.49,Winter,Karnataka,Bengaluru,36218
Brown_Spot,Rice,Fungal,Medium,Brown,Small,Diamond,15.75,73.43,288.57,59.58,45.56,Winter,Maharashtra,Nashik,36219
Yellow_Rust,Wheat,Fungal,Medium,Gray,Medium,Concentric,30.73,88.82,208.01,69.44,37.82,Monsoon,Karnataka,Hubballi,36220
Mosaic_Virus,Tomato,Viral,High,Green,Medium,Stripes,15.94,97.42,24.86,7.47,3.28,Summer,West Bengal,Bardhaman,36221
Late_Blight,Tomato,Fungal,Severe,Brown,Large,Stripes,36.14,88.44,293.97,28.9,14.56,Summer,Maharashtra,Pune,36222
Bacterial_Spot,Tomato,Bacterial,Severe,Brown,Small,Circular,31.18,87.89,264.88,84.58,72.93,Winter,Tamil Nadu,Coimbatore,36223
Black_Rot,Grape,Fungal,Severe,Dark_Brown,Small,Irregular,37.75,87,82,34.26,12.95,Monsoon,Karnataka,Mysuru,36224
Northern_Leaf_Blight,Corn,Fungal,Medium,Green,Large,Pustules,24.62,87.41,61.67,69.94,50.74,Monsoon,Maharashtra,Nagpur,36225
Bacterial_Spot,Tomato,Bacterial,High,Dark_Brown,Small,Pustules,15.92,56.87,168.53,56.81,42.46,Monsoon,Karnataka,Bengaluru,36226
Northern_Leaf_Blight,Corn,Fungal,Severe,Green,Medium,Concentric,36.74,93.1,22.18,59.59,51.85,Monsoon,West Bengal,Kolkata,36227
Yellow_Rust,Wheat,Fungal,Medium,Yellow,Large,Concentric,32.55,88.99,280.4,50.96,16.03,Summer,West Bengal,Bardhaman,36228
Black_Rot,Grape,Fungal,Medium,Gray,Large,Stripes,24.13,88.93,24.04,38.72,25.79,Summer,Punjab,Amritsar,36229
Northern_Leaf_Blight,Corn,Fungal,Medium,Brown,Small,Stripes,35.14,67.44,290.79,47.68,34.5,Summer,Karnataka,Mysuru,36230
Bacterial_Spot,Tomato,Bacterial,High,Yellow,Small,Pustules,33.88,89.24,116.39,18.52,6.5,Summer,Maharashtra,Pune,36231
Brown_Rust,Wheat,Fungal,High,Yellow,Small,Concentric,31.18,93.7,297.09,59.52,42.47,Monsoon,Tamil Nadu,Salem,36232
Brown_Rust,Wheat,Fungal,Severe,Brown,Medium,Pustules,36.52,86.58,176.81,71.26,56.89,Winter,Karnataka,Hubballi,36233
Yellow_Rust,Wheat,Fungal,Severe,Yellow,Small,Circular,35.84,94.89,88.85,39.88,17.74,Winter,Tamil Nadu,Coimbatore,36234
Common_Rust,Corn,Fungal,Severe,Gray,Large,Concentric,25.11,78.37,19.41,17.77,14.7,Winter,Karnataka,Bengaluru,36235
Yellow_Rust,Wheat,Fungal,High,Gray,Medium,Irregular,30.08,64.53,97.04,13.98,9.45,Monsoon,Karnataka,Hubballi,36236
Neck_Blast,Rice,Fungal,Medium,Yellow,Small,Pustules,20.91,90.6,100.53,71.97,56.39,Monsoon,Maharashtra,Nashik,36237
Esca_Black_Measles,Grape,Fungal,Severe,Gray,Medium,Stripes,17.3,93.93,61.55,44.38,39.24,Winter,Maharashtra,Pune,36238
Black_Rot,Apple,Fungal,Severe,Brown,Large,Concentric,32.45,62.45,227.96,62.83,55.87,Monsoon,West Bengal,Kolkata,36239
Brown_Rust,Wheat,Fungal,Severe,Green,Small,Concentric,35.01,89.52,76.86,50.88,40.88,Summer,Maharashtra,Nagpur,36240
Common_Rust,Corn,Fungal,Severe,Brown,Large,Concentric,26.02,62.37,43.28,43.6,20.47,Winter,Uttar Pradesh,Lucknow,36241
Apple_Scab,Apple,Fungal,Severe,Green,Small,Concentric,32.9,61.06,101.88,21.96,19.09,Monsoon,Punjab,Amritsar,36242
Northern_Leaf_Blight,Corn,Fungal,Severe,Gray,Small,Stripes,19.38,82.29,11.01,61.06,51.42,Summer,Tamil Nadu,Madurai,36243
Brown_Spot,Rice,Fungal,High,Gray,Large,Irregular,34.46,91.82,244.38,68.54,60.93,Winter,West Bengal,Kolkata,36244
Black_Rot,Grape,Fungal,Severe,Gray,Small,Irregular,19.13,72.93,226.22,77.07,28.21,Winter,Karnataka,Mysuru,36245
Leaf_Blast,Rice,Fungal,High,Green,Large,Concentric,32.28,84.59,29.59,83.27,67.82,Monsoon,West Bengal,Bardhaman,36246
Esca_Black_Measles,Grape,Fungal,Medium,Brown,Large,Stripes,18.45,79.06,169.6,11.36,6.48,Monsoon,Maharashtra,Nagpur,36247
Northern_Leaf_Blight,Corn,Fungal,Severe,Brown,Small,Diamond,29.08,96.3,101.06,53.62,33.27,Winter,Punjab,Patiala,36248
Yellow_Rust,Wheat,Fungal,Medium,Yellow,Medium,Stripes,34.64,75.28,223.43,21.09,9.29,Winter,Punjab,Patiala,36249
Brown_Rust,Wheat,Fungal,Severe,Brown,Medium,Irregular,31.54,77.56,218.95,32.39,27.26,Monsoon,Tamil Nadu,Coimbatore,36250
Yellow_Rust,Wheat,Fungal,High,Dark_Brown,Medium,Concentric,16.48,57.87,18.09,83.68,57.78,Monsoon,West Bengal,Kolkata,36251
Early_Blight,Tomato,Fungal,Severe,Dark_Brown,Small,Diamond,20.93,79.6,199.48,69.43,59.11,Summer,Maharashtra,Nashik,36252
Apple_Scab,Apple,Fungal,Medium,Yellow,Small,Concentric,34.22,71.99,175,22.14,7.4,Summer,Tamil Nadu,Madurai,36253
Northern_Leaf_Blight,Corn,Fungal,Medium,Yellow,Medium,Concentric,36.47,63.55,85.45,11.27,7.15,Winter,West Bengal,Siliguri,36254
Yellow_Rust,Wheat,Fungal,High,Dark_Brown,Small,Diamond,30.65,68.86,170.05,23.49,20.58,Winter,Karnataka,Hubballi,36255
Mosaic_Virus,Tomato,Viral,High,Gray,Small,Diamond,30.49,83.53,279.4,61.35,22.89,Winter,Punjab,Ludhiana,36256
Leaf_Blast,Rice,Fungal,High,Yellow,Small,Concentric,37.35,68.89,267.46,51.17,30.81,Monsoon,Maharashtra,Nagpur,36257
Brown_Rust,Wheat,Fungal,Severe,Green,Medium,Pustules,29.01,55.8,297.09,47.54,39.49,Winter,Punjab,Amritsar,36258
Brown_Rust,Wheat,Fungal,Medium,Brown,Medium,Circular,26.05,76.41,291.83,5.97,2.44,Summer,Uttar Pradesh,Kanpur,36259
Bacterial_Spot,Tomato,Bacterial,Medium,Dark_Brown,Medium,Pustules,22.32,90.15,299.7,8.89,6.89,Monsoon,West Bengal,Kolkata,36260
Leaf_Blast,Rice,Fungal,Severe,Brown,Small,Pustules,16.53,60.9,143.79,35.84,14.55,Monsoon,Punjab,Patiala,36261
Common_Rust,Corn,Fungal,High,Brown,Medium,Diamond,18.16,68.02,100.58,66.01,23.25,Monsoon,Karnataka,Hubballi,36262
Bacterial_Spot,Tomato,Bacterial,Severe,Dark_Brown,Medium,Irregular,36.71,71.58,146.82,34.52,17.48,Monsoon,Tamil Nadu,Coimbatore,36263
Common_Rust,Corn,Fungal,High,Yellow,Medium,Circular,18.36,89.63,156.65,24.37,8.66,Monsoon,Maharashtra,Nashik,36264
Leaf_Blast,Rice,Fungal,Severe,Gray,Small,Pustules,31.95,79.44,163.82,83.04,38.78,Winter,West Bengal,Bardhaman,36265
Leaf_Blast,Rice,Fungal,High,Dark_Brown,Medium,Diamond,22.04,94.56,167.59,21.28,6.86,Winter,Punjab,Patiala,36266
Yellow_Rust,Wheat,Fungal,Medium,Brown,Small,Concentric,28.35,81.47,96.72,57.4,50.76,Monsoon,West Bengal,Kolkata,36267
Leaf_Blast,Rice,Fungal,Medium,Green,Large,Stripes,27.78,97.76,177.04,58.26,30.62,Monsoon,Karnataka,Bengaluru,36268
Apple_Scab,Apple,Fungal,High,Brown,Small,Stripes,23.16,79.81,205.18,27.89,21.75,Monsoon,West Bengal,Kolkata,36269
Neck_Blast,Rice,Fungal,High,Dark_Brown,Large,Pustules,28.64,94.71,214.53,52.19,18.81,Summer,Punjab,Amritsar,36270
Yellow_Rust,Wheat,Fungal,Medium,Gray,Medium,Circular,31.1,75.1,183.53,45.77,30.73,Monsoon,West Bengal,Siliguri,36271
Esca_Black_Measles,Grape,Fungal,Severe,Brown,Medium,Stripes,15.37,71.09,184.82,38.53,12.08,Monsoon,West Bengal,Siliguri,36272
Apple_Scab,Apple,Fungal,High,Yellow,Small,Irregular,29.57,82.75,135.15,66.99,32.13,Monsoon,Karnataka,Hubballi,36273
Apple_Scab,Apple,Fungal,Medium,Gray,Small,Diamond,24.95,64.03,180.73,34.54,22.96,Monsoon,Maharashtra,Nagpur,36274
Esca_Black_Measles,Grape,Fungal,Severe,Brown,Medium,Circular,36.89,67.58,102.31,38.33,32.06,Summer,Uttar Pradesh,Lucknow,36275
Common_Rust,Corn,Fungal,Severe,Gray,Medium,Diamond,30.83,55.52,83.49,61.47,33.96,Monsoon,Maharashtra,Nagpur,36276
Apple_Scab,Apple,Fungal,High,Yellow,Large,Pustules,18.7,89.39,247.94,69.33,57.11,Summer,Maharashtra,Nagpur,36277
Esca_Black_Measles,Grape,Fungal,High,Green,Small,Circular,22.61,63.57,41.77,70.18,58.43,Summer,Maharashtra,Nashik,36278
Neck_Blast,Rice,Fungal,High,Yellow,Medium,Irregular,15.62,81.63,116.19,62.14,39.55,Winter,West Bengal,Kolkata,36279
Leaf_Blast,Rice,Fungal,High,Brown,Large,Circular,29.46,79.73,269.42,50.04,29.78,Winter,Uttar Pradesh,Lucknow,36280
Yellow_Rust,Wheat,Fungal,High,Brown,Large,Diamond,24.87,83.89,233.99,78.99,49.02,Winter,Tamil Nadu,Coimbatore,36281
Brown_Rust,Wheat,Fungal,High,Dark_Brown,Medium,Circular,17.94,66.2,181.68,73.4,28.34,Summer,West Bengal,Bardhaman,36282
Esca_Black_Measles,Grape,Fungal,Medium,Green,Small,Diamond,25.71,64.32,93,13.79,11.99,Summer,Tamil Nadu,Salem,36283
Neck_Blast,Rice,Fungal,Severe,Dark_Brown,Small,Stripes,26.69,89.96,293.24,30.64,13.02,Winter,Maharashtra,Pune,36284
Black_Rot,Apple,Fungal,High,Yellow,Medium,Diamond,16.23,65.03,43.14,68.53,34.59,Summer,Karnataka,Mysuru,36285
Common_Rust,Corn,Fungal,Medium,Gray,Medium,Pustules,33.41,88.71,190.82,58.63,17.96,Monsoon,Tamil Nadu,Madurai,36286
Late_Blight,Tomato,Fungal,Severe,Gray,Large,Stripes,37.4,68.03,194.45,56.01,49.63,Summer,Uttar Pradesh,Lucknow,36287
Black_Rot,Grape,Fungal,High,Green,Large,Concentric,35.99,82.86,238.67,68.15,36.53,Monsoon,Tamil Nadu,Madurai,36288
Common_Rust,Corn,Fungal,Severe,Gray,Medium,Circular,21.15,96.74,198.57,65.92,43.77,Monsoon,West Bengal,Siliguri,36289
Late_Blight,Tomato,Fungal,Severe,Yellow,Small,Circular,24.39,74.12,266.74,32.38,14.96,Summer,Tamil Nadu,Madurai,36290
Mosaic_Virus,Tomato,Viral,Medium,Yellow,Large,Concentric,26.93,82.54,293.24,25.85,16.77,Summer,Karnataka,Hubballi,36291
Black_Rot,Grape,Fungal,High,Brown,Large,Stripes,21.15,86.07,143.32,74.07,62.81,Monsoon,West Bengal,Kolkata,36292
Brown_Spot,Rice,Fungal,Medium,Brown,Medium,Concentric,33.2,88.15,255.35,63.62,32.02,Summer,Punjab,Ludhiana,36293
Common_Rust,Corn,Fungal,Medium,Yellow,Large,Circular,24.43,79.01,91.86,79.6,42.33,Monsoon,West Bengal,Kolkata,36294
Brown_Spot,Rice,Fungal,Medium,Green,Medium,Concentric,25.31,55.06,135.46,41.2,17.8,Winter,Uttar Pradesh,Lucknow,36295
Mosaic_Virus,Tomato,Viral,Medium,Green,Large,Irregular,27.29,96.23,116.25,37.12,13.41,Summer,Uttar Pradesh,Varanasi,36296
Brown_Spot,Rice,Fungal,Severe,Yellow,Small,Concentric,15.56,59.79,131.87,48.78,29.35,Winter,Maharashtra,Pune,36297
Common_Rust,Corn,Fungal,Medium,Dark_Brown,Medium,Concentric,16.46,85.44,31.24,18.02,12.91,Monsoon,Uttar Pradesh,Kanpur,36298
Common_Rust,Corn,Fungal,High,Green,Small,Circular,20.03,85.11,23.59,60.05,49.65,Winter,Punjab,Amritsar,36299
Early_Blight,Tomato,Fungal,Medium,Brown,Medium,Circular,29.44,73.88,49.66,16.17,12.01,Winter,Tamil Nadu,Salem,36300
Apple_Scab,Apple,Fungal,Severe,Yellow,Large,Concentric,32.83,65.54,72.81,72.91,40.74,Summer,West Bengal,Bardhaman,36301
Black_Rot,Grape,Fungal,High,Green,Medium,Diamond,27.44,61.6,100.48,29.17,12.94,Summer,Punjab,Patiala,36302
Black_Rot,Grape,Fungal,Medium,Brown,Large,Diamond,33.2,76.8,242.3,20.96,11.78,Winter,Karnataka,Bengaluru,36303
Mosaic_Virus,Tomato,Viral,Medium,Gray,Medium,Circular,34.73,83.7,212.29,38.35,18.49,Summer,Tamil Nadu,Coimbatore,36304
Leaf_Blast,Rice,Fungal,Severe,Yellow,Small,Concentric,24.3,75.35,228.83,34.86,11.91,Monsoon,Punjab,Patiala,36305
Black_Rot,Grape,Fungal,Medium,Brown,Small,Circular,20.11,59.83,41.2,67.06,23.43,Winter,Punjab,Ludhiana,36306
Black_Rot,Apple,Fungal,High,Dark_Brown,Large,Concentric,25.04,72.64,291.03,49.57,18.43,Winter,Maharashtra,Pune,36307
